Time, Queue-Density
162.467, 0.206943, 0.0310406
162.533, 0.208061, 0.0213882
162.6, 0.208561, 0.0334861
162.667, 0.208818, 0.0329078
162.733, 0.209575, 0.0211099
162.8, 0.209788, 0.0323728
162.867, 0.208683, 0.0319377
162.933, 0.208242, 0.0205802
163, 0.207456, 0.0321647
163.067, 0.206167, 0.0316107
163.133, 0.205797, 0.0203181
163.2, 0.204965, 0.031454
163.267, 0.203476, 0.0303488
163.333, 0.20323, 0.0197128
163.4, 0.199606, 0.0293057
163.467, 0.19421, 0.0267548
163.533, 0.191259, 0.0180698
163.6, 0.185617, 0.0253389
163.667, 0.184436, 0.0253308
163.733, 0.18529, 0.0178483
163.8, 0.187727, 0.0266792
163.867, 0.192494, 0.0272818
163.933, 0.194269, 0.0187211
164, 0.197342, 0.0291031
164.067, 0.199976, 0.0309433
164.133, 0.201943, 0.0194534
164.2, 0.204443, 0.028541
164.267, 0.203173, 0.0268494
164.333, 0.202638, 0.0177672
164.4, 0.201027, 0.0249092
164.467, 0.198747, 0.0232095
164.533, 0.197641, 0.015527
164.6, 0.196747, 0.020718
164.667, 0.19445, 0.0190886
164.733, 0.192656, 0.0124303
164.8, 0.189543, 0.0173105
164.867, 0.185665, 0.0165269
164.933, 0.18479, 0.010182
165, 0.183333, 0.0122222
165.067, 0.18443, 0.0118331
165.133, 0.185511, 0.00809049
165.2, 0.187497, 0.0118979
165.267, 0.187649, 0.010763
165.333, 0.187205, 0.00570712
165.4, 0.185692, 0.00915247
165.467, 0.183628, 0.00830397
165.533, 0.182766, 0.00563686
165.6, 0.181633, 0.00732576
165.667, 0.181169, 0.00781757
165.733, 0.179515, 0.00746357
165.8, 0.178761, 0.0078554
165.867, 0.178764, 0.00781757
165.933, 0.178885, 0.00571793
166, 0.179612, 0.00812832
166.067, 0.180582, 0.00844719
166.133, 0.180542, 0.00656913
166.2, 0.181304, 0.00866066
166.267, 0.181817, 0.00867418
166.333, 0.181533, 0.00638808
166.4, 0.180974, 0.00838504
166.467, 0.18092, 0.00819588
166.533, 0.180982, 0.00673397
166.6, 0.18105, 0.00899304
166.667, 0.181155, 0.00904979
166.733, 0.181401, 0.00657184
166.8, 0.181044, 0.00911734
166.867, 0.181677, 0.00902547
166.933, 0.181944, 0.00672316
167, 0.182771, 0.00877686
167.067, 0.183152, 0.00921462
167.133, 0.183849, 0.00721227
167.2, 0.187368, 0.0129599
167.267, 0.192672, 0.0157378
167.333, 0.195139, 0.012052
167.4, 0.19779, 0.0196642
167.467, 0.20521, 0.0222664
167.533, 0.208607, 0.0188778
167.6, 0.213914, 0.0302948
167.667, 0.215184, 0.033124
167.733, 0.216238, 0.022615
167.8, 0.216608, 0.0342806
167.867, 0.216538, 0.035329
167.933, 0.21653, 0.0237959
168, 0.219259, 0.0362802
168.067, 0.219089, 0.0363451
168.133, 0.218673, 0.0231392
168.2, 0.221783, 0.0367396
168.267, 0.222418, 0.0367045
168.333, 0.222305, 0.0227798
168.4, 0.22281, 0.0372746
168.467, 0.222116, 0.0381772
168.533, 0.221556, 0.023604
168.6, 0.222645, 0.0393148
168.667, 0.224221, 0.0406876
168.733, 0.223734, 0.0261009
168.8, 0.223926, 0.0423413
168.867, 0.22418, 0.0431331
168.933, 0.223521, 0.0269845
169, 0.220619, 0.0431655
169.067, 0.214041, 0.0442248
169.133, 0.212642, 0.0268089
169.2, 0.211542, 0.0425035
169.267, 0.207032, 0.0419306
169.333, 0.205289, 0.0260982
169.4, 0.202819, 0.0419522
169.467, 0.202822, 0.0403714
169.533, 0.202578, 0.0259793
169.6, 0.200149, 0.0403957
169.667, 0.201997, 0.0401903
169.733, 0.203003, 0.0256739
169.8, 0.205032, 0.0389554
169.867, 0.207156, 0.0391311
169.933, 0.208583, 0.025401
170, 0.211717, 0.0396823
170.067, 0.213739, 0.0374611
170.133, 0.214763, 0.0245606
170.2, 0.215209, 0.0365261
170.267, 0.215292, 0.0331375
170.333, 0.215971, 0.0206154
170.4, 0.216757, 0.0284951
170.467, 0.214963, 0.0262252
170.533, 0.214185, 0.0160864
170.6, 0.21115, 0.0256496
170.667, 0.209712, 0.0254469
170.733, 0.209245, 0.0184346
170.8, 0.207456, 0.024131
170.867, 0.206127, 0.024185
170.933, 0.204921, 0.0160837
171, 0.201889, 0.0237283
171.067, 0.198312, 0.0228663
171.133, 0.196469, 0.0150379
171.2, 0.193945, 0.0192859
171.267, 0.190583, 0.0158486
171.333, 0.189016, 0.0087066
171.4, 0.185417, 0.0110657
171.467, 0.181733, 0.00900115
171.533, 0.180317, 0.00493969
171.6, 0.178042, 0.00643132
171.667, 0.176518, 0.00585034
171.733, 0.175848, 0.00266981
171.8, 0.174716, 0.00405876
171.867, 0.173762, 0.00329132
171.933, 0.173389, 0.00119979
172, 0.172451, 0.00201317
172.067, 0.17183, 0.00151595
172.133, 0.171603, 0.000299948
172.2, 0.171157, 0.000899844
172.267, 0.170995, 0.000540447
172.333, 0.171068, 0.000129707
172.4, 0.170308, 0.00172132
172.467, 0.170573, 0.000353993
172.533, 0.170735, 2.16179e-05
172.6, 0.170781, 0.000199965
172.667, 0.170924, 0.000159432
172.733, 0.170873, 1.62134e-05
172.8, 0.170943, 3.51291e-05
172.867, 0.170881, 7.83648e-05
172.933, 0.1708, 6.75559e-05
173, 0.170854, 0.000232392
173.067, 0.170684, 0.000364802
173.133, 0.170797, 8.10671e-05
173.2, 0.170749, 0.000270224
173.267, 0.170603, 0.0003621
173.333, 0.170657, 3.51291e-05
173.4, 0.170633, 0.000424251
173.467, 0.170814, 0.000437762
173.533, 0.17077, 0.000148623
173.6, 0.170841, 0.000237797
173.667, 0.170919, 7.56626e-05
173.733, 0.170984, 2.70224e-06
173.8, 0.171041, 0.000110792
173.867, 0.171116, 2.97246e-05
173.933, 0.171143, 0
174, 0.171165, 2.97246e-05
174.067, 0.170573, 0.000767435
174.133, 0.170468, 2.70224e-06
174.2, 0.170354, 8.91738e-05
174.267, 0.170508, 6.48536e-05
174.333, 0.170668, 5.67469e-05
174.4, 0.170649, 9.45782e-05
174.467, 0.170595, 0.00050802
174.533, 0.170627, 9.45782e-05
174.6, 0.170754, 0.000286437
174.667, 0.170946, 0.000127005
174.733, 0.170835, 1.89156e-05
174.8, 0.170754, 0.000135112
174.867, 0.170719, 0.00020537
174.933, 0.171789, 0.00116196
175, 0.175524, 0.00425872
175.067, 0.180801, 0.00559092
175.133, 0.183801, 0.00454246
175.2, 0.188273, 0.010536
175.267, 0.192869, 0.0138354
175.333, 0.195069, 0.00962536
175.4, 0.198012, 0.0162107
175.467, 0.199617, 0.0171376
175.533, 0.200411, 0.0109441
175.6, 0.201733, 0.0184103
175.667, 0.20093, 0.0188859
175.733, 0.199276, 0.0131734
175.8, 0.200395, 0.0217854
175.867, 0.205224, 0.0259793
175.933, 0.207205, 0.019067
176, 0.214436, 0.0307866
176.067, 0.220962, 0.0354182
176.133, 0.225529, 0.0263711
176.2, 0.233576, 0.0450652
176.267, 0.243315, 0.0518424
176.333, 0.247609, 0.036137
176.4, 0.255923, 0.0561633
176.467, 0.261625, 0.0625811
176.533, 0.263338, 0.0440681
176.6, 0.269624, 0.0688043
176.667, 0.270329, 0.0719389
176.733, 0.27061, 0.0480836
176.8, 0.275098, 0.0728901
176.867, 0.275812, 0.0749546
176.933, 0.277782, 0.0490699
177, 0.275841, 0.0770488
177.067, 0.276731, 0.0771461
177.133, 0.278063, 0.0506885
177.2, 0.280487, 0.0792782
177.267, 0.281308, 0.0798483
177.333, 0.281824, 0.0518316
177.4, 0.28057, 0.084634
177.467, 0.280708, 0.0819453
177.533, 0.280508, 0.0536313
177.6, 0.277749, 0.0828613
177.667, 0.274236, 0.0799105
177.733, 0.271756, 0.0519802
177.8, 0.268186, 0.0785783
177.867, 0.262428, 0.0794565
177.933, 0.262895, 0.0546392
178, 0.264368, 0.0792782
178.067, 0.268983, 0.0771948
178.133, 0.270386, 0.0509155
178.2, 0.267075, 0.075541
178.267, 0.265686, 0.0771623
178.333, 0.268608, 0.0519397
178.4, 0.263427, 0.0754329
178.467, 0.264238, 0.073009
178.533, 0.263246, 0.0477458
178.6, 0.265146, 0.0711174
178.667, 0.267394, 0.0690556
178.733, 0.26289, 0.0439438
178.8, 0.260693, 0.0642051
178.867, 0.261166, 0.0622379
178.933, 0.261125, 0.0384177
179, 0.259034, 0.0590195
179.067, 0.2524, 0.0590979
179.133, 0.253267, 0.0356857
179.2, 0.255186, 0.0559065
179.267, 0.257247, 0.054723
179.333, 0.257804, 0.0320269
179.4, 0.255907, 0.0487375
179.467, 0.25284, 0.0481863
179.533, 0.251067, 0.0279871
179.6, 0.249481, 0.0421765
179.667, 0.248173, 0.0389122
179.733, 0.246598, 0.0221881
179.8, 0.242985, 0.0367477
179.867, 0.239369, 0.0334429
179.933, 0.236705, 0.0191021
180, 0.231695, 0.0314567
180.067, 0.226882, 0.0300705
180.133, 0.224707, 0.0163566
180.2, 0.221086, 0.028006
180.267, 0.21753, 0.0264333
180.333, 0.216173, 0.0133328
180.4, 0.214506, 0.0212369
180.467, 0.210823, 0.0189021
180.533, 0.208215, 0.00887684
180.6, 0.204057, 0.0163296
180.667, 0.2008, 0.0149623
180.733, 0.197509, 0.00818237
180.8, 0.197539, 0.012206
180.867, 0.197723, 0.0113845
180.933, 0.198152, 0.00615299
181, 0.198668, 0.0109332
181.067, 0.198876, 0.0107468
181.133, 0.198774, 0.00575036
181.2, 0.197944, 0.0103009
181.267, 0.198287, 0.011298
181.333, 0.197339, 0.00638538
181.4, 0.197704, 0.0113143
181.467, 0.197555, 0.011652
181.533, 0.197244, 0.00537475
181.6, 0.197179, 0.0114223
181.667, 0.197466, 0.011671
181.733, 0.197404, 0.00580981
181.8, 0.198433, 0.0127843
181.867, 0.2014, 0.0144975
181.933, 0.203238, 0.00851204
182, 0.20677, 0.015827
182.067, 0.209631, 0.0164944
182.133, 0.211031, 0.00950917
182.2, 0.213717, 0.0187238
182.267, 0.21586, 0.0199452
182.333, 0.216082, 0.0129248
182.4, 0.217238, 0.0235797
182.467, 0.219449, 0.0223097
182.533, 0.220359, 0.0140759
182.6, 0.221216, 0.0230663
182.667, 0.222826, 0.0231528
182.733, 0.223459, 0.0129194
182.8, 0.22415, 0.0220908
182.867, 0.223329, 0.0212909
182.933, 0.223805, 0.0122276
183, 0.222453, 0.0208342
183.067, 0.222124, 0.0206127
183.133, 0.223272, 0.0127167
183.2, 0.222516, 0.0232068
183.267, 0.222618, 0.0235284
183.333, 0.222683, 0.0145542
183.4, 0.222045, 0.0243147
183.467, 0.221394, 0.0229879
183.533, 0.221289, 0.0137652
183.6, 0.221489, 0.0230933
183.667, 0.223113, 0.0226447
183.733, 0.223102, 0.0140678
183.8, 0.224056, 0.0241796
183.867, 0.224475, 0.0236148
183.933, 0.22464, 0.015092
184, 0.22548, 0.0239229
184.067, 0.226958, 0.0257469
184.133, 0.227582, 0.0145299
184.2, 0.22905, 0.0228393
184.267, 0.229266, 0.0228285
184.333, 0.22976, 0.0141003
184.4, 0.230109, 0.0223853
184.467, 0.230765, 0.0226907
184.533, 0.230795, 0.0146623
184.6, 0.231003, 0.0226501
184.667, 0.230744, 0.0226123
184.733, 0.23026, 0.0155541
184.8, 0.230266, 0.0227258
184.867, 0.230806, 0.0227907
184.933, 0.230695, 0.0157135
185, 0.230395, 0.0214774
185.067, 0.23066, 0.0207099
185.133, 0.230125, 0.0144083
185.2, 0.230063, 0.0211558
185.267, 0.230049, 0.0209883
185.333, 0.229587, 0.0143921
185.4, 0.228847, 0.0203965
185.467, 0.228309, 0.0199695
185.533, 0.228106, 0.0134517
185.6, 0.227231, 0.0200263
185.667, 0.226431, 0.0188211
185.733, 0.224912, 0.013576
185.8, 0.224218, 0.0178672
185.867, 0.223294, 0.0175943
185.933, 0.22338, 0.0110684
186, 0.222816, 0.016989
186.067, 0.222067, 0.0163755
186.133, 0.221918, 0.00972534
186.2, 0.221316, 0.0164377
186.267, 0.219932, 0.0157838
186.333, 0.219832, 0.00824992
186.4, 0.218881, 0.0142138
186.467, 0.218781, 0.0141057
186.533, 0.218508, 0.00642862
186.6, 0.218246, 0.0124303
186.667, 0.218262, 0.0117142
186.733, 0.218065, 0.00472351
186.8, 0.217506, 0.0119493
186.867, 0.217371, 0.0107927
186.933, 0.217395, 0.00393175
187, 0.21723, 0.00988478
187.067, 0.217611, 0.00851474
187.133, 0.217873, 0.00226988
187.2, 0.218497, 0.00654481
187.267, 0.218559, 0.00488834
187.333, 0.218419, 0.00140516
187.4, 0.2183, 0.00804726
187.467, 0.218162, 0.00410199
187.533, 0.218451, 0.00168349
187.6, 0.218838, 0.00323187
187.667, 0.218832, 0.00325619
187.733, 0.219019, 0.00109981
187.8, 0.219197, 0.00365883
187.867, 0.218776, 0.00279411
187.933, 0.218984, 0.000970102
188, 0.218911, 0.0026644
188.067, 0.219357, 0.00250497
188.133, 0.219586, 0.00128626
188.2, 0.219289, 0.00271845
188.267, 0.219208, 0.00297516
188.333, 0.219432, 0.00150785
188.4, 0.219138, 0.00300218
188.467, 0.218884, 0.00340211
188.533, 0.219022, 0.00125113
188.6, 0.219003, 0.00332645
188.667, 0.219059, 0.0024158
188.733, 0.219173, 0.00138084
188.8, 0.218689, 0.00248335
188.867, 0.218427, 0.00237256
188.933, 0.218457, 0.000951187
189, 0.217711, 0.00264279
189.067, 0.217406, 0.00546662
189.133, 0.217741, 0.00190778
189.2, 0.219357, 0.00473432
189.267, 0.220202, 0.00590709
189.333, 0.22094, 0.00458029
189.4, 0.221635, 0.00730955
189.467, 0.222378, 0.00802294
189.533, 0.22224, 0.0055558
189.6, 0.222383, 0.00828235
189.667, 0.221778, 0.00800132
189.733, 0.221537, 0.00448841
189.8, 0.221359, 0.00653401
189.867, 0.221897, 0.00672586
189.933, 0.222562, 0.00590979
190, 0.226426, 0.010028
190.067, 0.23053, 0.012433
190.133, 0.2327, 0.0101361
190.2, 0.2366, 0.0156189
190.267, 0.239926, 0.0184509
190.333, 0.240729, 0.0135787
190.4, 0.241758, 0.0204613
190.467, 0.242509, 0.0203505
190.533, 0.242731, 0.0135895
190.6, 0.242847, 0.0199695
190.667, 0.24228, 0.0189373
190.733, 0.239437, 0.0158054
190.8, 0.238805, 0.0175916
190.867, 0.237356, 0.0161648
190.933, 0.236381, 0.0103333
191, 0.235246, 0.0143083
191.067, 0.234203, 0.0138463
191.133, 0.233695, 0.0078554
191.2, 0.233411, 0.0132518
191.267, 0.23313, 0.0131221
191.333, 0.233524, 0.00769597
191.4, 0.232714, 0.0142029
191.467, 0.231509, 0.0135274
191.533, 0.23056, 0.00841206
191.6, 0.229006, 0.0125951
191.667, 0.227258, 0.0116061
191.733, 0.226896, 0.00735819
191.8, 0.226253, 0.011598
191.867, 0.226628, 0.0121817
191.933, 0.226823, 0.00855528
192, 0.227282, 0.0132166
192.067, 0.228823, 0.0138408
192.133, 0.22926, 0.00843638
192.2, 0.229955, 0.0119655
192.267, 0.229668, 0.0114602
192.333, 0.229133, 0.00726631
192.4, 0.227877, 0.0164026
192.467, 0.22879, 0.0118763
192.533, 0.22819, 0.00720956
192.6, 0.228271, 0.0101388
192.667, 0.227952, 0.0100172
192.733, 0.228123, 0.00723659
192.8, 0.227907, 0.0104685
192.867, 0.226988, 0.010209
192.933, 0.226834, 0.00677991
193, 0.226118, 0.008585
193.067, 0.225947, 0.00710958
193.133, 0.226874, 0.00613948
193.2, 0.226977, 0.00794187
193.267, 0.226961, 0.00814724
193.333, 0.227501, 0.00613948
193.4, 0.227058, 0.0079797
193.467, 0.227039, 0.00812562
193.533, 0.227255, 0.00576927
193.6, 0.227371, 0.00776352
193.667, 0.227112, 0.00690691
193.733, 0.227261, 0.00458569
193.8, 0.227336, 0.00660697
193.867, 0.227915, 0.00732576
193.933, 0.228036, 0.00485862
194, 0.228085, 0.00788242
194.067, 0.227209, 0.0105522
194.133, 0.227228, 0.00498562
194.2, 0.22735, 0.00730684
194.267, 0.227539, 0.00673667
194.333, 0.227674, 0.00436681
194.4, 0.227763, 0.00661507
194.467, 0.227944, 0.00663669
194.533, 0.227796, 0.00451814
194.6, 0.22762, 0.00738791
194.667, 0.227536, 0.00733387
194.733, 0.227469, 0.00463433
194.8, 0.227617, 0.00722307
194.867, 0.227747, 0.00690421
194.933, 0.227815, 0.0045938
195, 0.228374, 0.00683125
195.067, 0.22799, 0.00714471
195.133, 0.228093, 0.00456948
195.2, 0.227647, 0.00731495
195.267, 0.227439, 0.00789593
195.333, 0.227677, 0.0045911
195.4, 0.228917, 0.00863634
195.467, 0.22936, 0.00901466
195.533, 0.229909, 0.00561795
195.6, 0.229566, 0.00914707
195.667, 0.228871, 0.00959834
195.733, 0.226958, 0.00948755
195.8, 0.226569, 0.0088228
195.867, 0.227698, 0.00980101
195.933, 0.229182, 0.00687178
196, 0.233554, 0.0128356
196.067, 0.238726, 0.0143813
196.133, 0.24135, 0.0080986
196.2, 0.247863, 0.0157892
196.267, 0.25488, 0.0160378
196.333, 0.258501, 0.00939567
196.4, 0.266113, 0.0181698
196.467, 0.27422, 0.0190967
196.533, 0.27856, 0.0108927
196.6, 0.28715, 0.0204721
196.667, 0.297424, 0.0212315
196.733, 0.301977, 0.0129761
196.8, 0.311211, 0.0222988
196.867, 0.318804, 0.0224556
196.933, 0.323095, 0.0139354
197, 0.332043, 0.0227636
197.067, 0.340522, 0.0216827
197.133, 0.344673, 0.0136895
197.2, 0.354225, 0.022515
197.267, 0.36331, 0.0223367
197.333, 0.369417, 0.0143786
197.4, 0.382601, 0.0283221
197.467, 0.391184, 0.0207045
197.533, 0.395045, 0.0135193
197.6, 0.404749, 0.0206289
197.667, 0.411975, 0.0205748
197.733, 0.414958, 0.0135409
197.8, 0.420943, 0.0208369
197.867, 0.429515, 0.0212207
197.933, 0.433757, 0.0136193
198, 0.44128, 0.0214503
198.067, 0.449903, 0.0213963
198.133, 0.454494, 0.0140759
198.2, 0.465563, 0.0221745
198.267, 0.47625, 0.0219097
198.333, 0.482114, 0.0146056
198.4, 0.488875, 0.024466
198.467, 0.496109, 0.0244228
198.533, 0.499768, 0.0158837
198.6, 0.503907, 0.0266576
198.667, 0.50681, 0.0273493
198.733, 0.509361, 0.0183671
198.8, 0.516362, 0.0300029
198.867, 0.527763, 0.0293598
198.933, 0.534275, 0.019294
199, 0.538718, 0.0324728
199.067, 0.557912, 0.0399363
199.133, 0.558779, 0.0204748
199.2, 0.559749, 0.0358154
199.267, 0.560633, 0.0379637
199.333, 0.566864, 0.0240283
199.4, 0.576462, 0.0402633
199.467, 0.587379, 0.0400228
199.533, 0.592062, 0.0254713
199.6, 0.596459, 0.041155
199.667, 0.599448, 0.0414469
199.733, 0.601899, 0.0271737
199.8, 0.604912, 0.0433276
199.867, 0.61625, 0.0453759
199.933, 0.627362, 0.0294625
200, 0.638284, 0.046192
200.067, 0.646091, 0.0451571
200.133, 0.650763, 0.0280438
200.2, 0.654352, 0.0462704
200.267, 0.659629, 0.0459407
200.333, 0.662488, 0.0298705
200.4, 0.665633, 0.0447625
200.467, 0.667098, 0.0491266
200.533, 0.66853, 0.032235
200.6, 0.669487, 0.0534421
200.667, 0.670152, 0.0497373
200.733, 0.686095, 0.0325079
200.8, 0.686392, 0.0454813
200.867, 0.687138, 0.0467162
200.933, 0.686989, 0.0313324
201, 0.6904, 0.0480052
201.067, 0.695358, 0.0489294
201.133, 0.703559, 0.0298786
201.2, 0.70768, 0.0497887
201.267, 0.713812, 0.0503129
201.333, 0.717614, 0.0299516
201.4, 0.721383, 0.0433979
201.467, 0.723632, 0.0438249
201.533, 0.723326, 0.027906
201.6, 0.727388, 0.0426251
201.667, 0.729555, 0.0391311
201.733, 0.729604, 0.0252146
201.8, 0.731963, 0.0361505
201.867, 0.734143, 0.0364559
201.933, 0.73474, 0.0241715
202, 0.738316, 0.0355128
202.067, 0.740521, 0.0342373
202.133, 0.743669, 0.0247822
202.2, 0.743447, 0.0345697
202.267, 0.747414, 0.0357587
202.333, 0.747768, 0.0238688
202.4, 0.766948, 0.0387419
202.467, 0.76761, 0.0357046
202.533, 0.768578, 0.0230879
202.6, 0.771821, 0.0370693
202.667, 0.771869, 0.037353
202.733, 0.769721, 0.0246498
202.8, 0.763414, 0.038215
202.867, 0.760077, 0.0392446
202.933, 0.757796, 0.0264495
203, 0.758063, 0.0388473
203.067, 0.758307, 0.0377367
203.133, 0.758182, 0.024412
203.2, 0.758885, 0.0357154
203.267, 0.758904, 0.0333402
203.333, 0.758439, 0.0234662
203.4, 0.760517, 0.0325727
203.467, 0.760798, 0.0323566
203.533, 0.760042, 0.0212017
203.6, 0.758526, 0.0293111
203.667, 0.759544, 0.0272277
203.733, 0.759001, 0.0192156
203.8, 0.757772, 0.0269305
203.867, 0.757585, 0.0261441
203.933, 0.756583, 0.016462
204, 0.756167, 0.0245471
204.067, 0.754959, 0.0277114
204.133, 0.755275, 0.0148001
204.2, 0.753562, 0.0259117
204.267, 0.753445, 0.0284005
204.333, 0.752659, 0.0188589
204.4, 0.750416, 0.0321269
204.467, 0.749868, 0.0339752
204.533, 0.74877, 0.0238661
204.6, 0.747895, 0.0364072
204.667, 0.747538, 0.0380718
204.733, 0.747203, 0.026163
204.8, 0.747036, 0.0399715
204.867, 0.74536, 0.0401525
204.933, 0.744088, 0.0249768
205, 0.74275, 0.0401093
205.067, 0.742293, 0.0388257
205.133, 0.745039, 0.0245309
205.2, 0.744617, 0.0383636
205.267, 0.743904, 0.0371638
205.333, 0.743734, 0.0218827
205.4, 0.743744, 0.0336644
205.467, 0.743479, 0.0298084
205.533, 0.742299, 0.0197425
205.6, 0.742847, 0.0296327
205.667, 0.741015, 0.0291193
205.733, 0.74609, 0.0248281
205.8, 0.744695, 0.0288842
205.867, 0.743363, 0.027833
205.933, 0.742166, 0.0174862
206, 0.740458, 0.0256902
206.067, 0.740669, 0.023396
206.133, 0.73911, 0.0145948
206.2, 0.735978, 0.0225015
206.267, 0.735373, 0.0226204
206.333, 0.734011, 0.0141408
206.4, 0.73243, 0.0203965
206.467, 0.732684, 0.0193858
206.533, 0.732038, 0.0133166
206.6, 0.729933, 0.020718
206.667, 0.729247, 0.0210045
206.733, 0.728563, 0.0128762
206.8, 0.728309, 0.0200452
206.867, 0.728331, 0.0192156
206.933, 0.727612, 0.0118331
207, 0.72758, 0.0179212
207.067, 0.726912, 0.0168457
207.133, 0.726426, 0.00996044
207.2, 0.726053, 0.0183022
207.267, 0.727399, 0.018967
207.333, 0.728555, 0.0121871
207.4, 0.735629, 0.0241039
207.467, 0.735778, 0.0198776
207.533, 0.735884, 0.0132112
207.6, 0.736192, 0.0217368
207.667, 0.736154, 0.0235392
207.733, 0.735946, 0.015019
207.8, 0.737591, 0.0234284
207.867, 0.738418, 0.0223232
207.933, 0.738353, 0.0142138
208, 0.74018, 0.0199722
208.067, 0.740945, 0.0197398
208.133, 0.740672, 0.0131842
208.2, 0.740237, 0.0194777
208.267, 0.740569, 0.0178672
208.333, 0.741029, 0.0105414
208.4, 0.740694, 0.0172457
208.467, 0.740993, 0.0165404
208.533, 0.74075, 0.00896872
208.6, 0.741296, 0.0136193
208.667, 0.739423, 0.0124735
208.733, 0.737345, 0.00719605
208.8, 0.735108, 0.010817
208.867, 0.7339, 0.0105928
208.933, 0.7325, 0.00487213
209, 0.731098, 0.00843368
209.067, 0.728269, 0.0123006
209.133, 0.726972, 0.0041155
209.2, 0.727107, 0.00791755
209.267, 0.726315, 0.0080932
209.333, 0.726204, 0.00679072
209.4, 0.726915, 0.00998476
209.467, 0.726307, 0.00975237
209.533, 0.725945, 0.00609624
209.6, 0.72578, 0.0105036
209.667, 0.72551, 0.0107711
209.733, 0.724894, 0.00641781
209.8, 0.724415, 0.010028
209.867, 0.722667, 0.00827965
209.933, 0.722378, 0.00445328
210, 0.721191, 0.00715011
210.067, 0.720316, 0.00695285
210.133, 0.720602, 0.00401282
210.2, 0.720086, 0.00608273
210.267, 0.719908, 0.00573414
210.333, 0.719135, 0.00355344
210.4, 0.718368, 0.00564227
210.467, 0.718235, 0.00563416
210.533, 0.718489, 0.00329132
210.6, 0.719051, 0.00535313
210.667, 0.719303, 0.0055558
210.733, 0.729633, 0.0078608
210.8, 0.728774, 0.00596113
210.867, 0.72962, 0.0059179
210.933, 0.728512, 0.0027806
211, 0.727339, 0.00540177
211.067, 0.727047, 0.00460191
211.133, 0.725272, 0.00288058
211.2, 0.724275, 0.00505588
211.267, 0.723942, 0.00433439
211.333, 0.722999, 0.0021753
211.4, 0.722272, 0.00424251
211.467, 0.722686, 0.00394526
211.533, 0.722983, 0.00218611
211.6, 0.72267, 0.00468297
211.667, 0.722626, 0.00528827
211.733, 0.722124, 0.00332645
211.8, 0.722145, 0.00639349
211.867, 0.721978, 0.0067664
211.933, 0.721013, 0.00373449
212, 0.719911, 0.00656643
212.067, 0.720132, 0.00671776
212.133, 0.720038, 0.00404525
212.2, 0.718611, 0.00886063
212.267, 0.718116, 0.00920652
212.333, 0.717352, 0.00546662
212.4, 0.716541, 0.0155216
212.467, 0.715484, 0.00974696
212.533, 0.714882, 0.0054369
212.6, 0.713404, 0.0102199
212.667, 0.711817, 0.00923894
212.733, 0.711455, 0.00496401
212.8, 0.710472, 0.00989829
212.867, 0.710104, 0.0102577
212.933, 0.709377, 0.00599086
213, 0.70925, 0.00935514
213.067, 0.709885, 0.00844719
213.133, 0.709415, 0.00427494
213.2, 0.709799, 0.00705824
213.267, 0.708802, 0.00584493
213.333, 0.708975, 0.00294273
213.4, 0.708213, 0.00502346
213.467, 0.708167, 0.0054342
213.533, 0.707324, 0.00266711
213.6, 0.706735, 0.00520721
213.667, 0.706724, 0.00479106
213.733, 0.706467, 0.00234554
213.8, 0.706551, 0.00441815
213.867, 0.705702, 0.00387771
213.933, 0.704989, 0.00211855
214, 0.704489, 0.00392094
214.067, 0.696263, 0.0078554
214.133, 0.696255, 0.00160513
214.2, 0.695674, 0.00259685
214.267, 0.696471, 0.00203749
214.333, 0.69618, 0.0009674
214.4, 0.696374, 0.00183482
214.467, 0.696323, 0.00170241
214.533, 0.696163, 0.000813373
214.6, 0.696501, 0.00186184
214.667, 0.696501, 0.00222394
214.733, 0.695742, 0.000837693
214.8, 0.696031, 0.00224015
214.867, 0.695563, 0.00189156
214.933, 0.694804, 0.00109711
215, 0.69418, 0.00250497
215.067, 0.693737, 0.00330754
215.133, 0.693853, 0.00215098
215.2, 0.693491, 0.00402363
215.267, 0.69341, 0.00377232
215.333, 0.693353, 0.00227528
215.4, 0.69184, 0.00371287
215.467, 0.69164, 0.00351831
215.533, 0.691234, 0.00198885
215.6, 0.690678, 0.00331834
215.667, 0.690335, 0.00272656
215.733, 0.69595, 0.00538826
215.8, 0.694491, 0.00135382
215.867, 0.69495, 0.00115385
215.933, 0.69579, 0.00064043
216, 0.696012, 0.00117547
216.067, 0.694669, 0.000732306
216.133, 0.694893, 0.000432358
216.2, 0.694696, 0.000724199
216.267, 0.693729, 0.000826884
216.333, 0.693502, 0.000524234
216.4, 0.692632, 0.00136463
216.467, 0.691959, 0.00168619
216.533, 0.691053, 0.000862013
216.6, 0.690913, 0.00137544
216.667, 0.690732, 0.00141867
216.733, 0.691913, 0.000707986
216.8, 0.691664, 0.00124843
216.867, 0.691489, 0.00174294
216.933, 0.69148, 0.000389122
217, 0.691321, 0.00164026
217.067, 0.691405, 0.00155108
217.133, 0.69161, 0.000862013
217.2, 0.691351, 0.00185373
217.267, 0.690783, 0.00142678
217.333, 0.690483, 0.000799862
217.4, 0.695393, 0.00426143
217.467, 0.69608, 0.00137814
217.533, 0.695734, 0.000834991
217.6, 0.695958, 0.00155919
217.667, 0.697136, 0.00204559
217.733, 0.697071, 0.00137814
